ID,YEAR/MONTH/DAY,ELEMENT,DATA VALUE,M-FLAG,Q-FLAG,S-FLAG,OBS-TIME
US1CAOR0076,20240107,PRCP,5,,,N,635.0
US1CAOR0077,20240107,PRCP,0,,,N,600.0
US1CAOR0077,20240107,SNOW,0,,,N,600.0
US1CAOR0106,20240107,PRCP,0,,,N,700.0
US1CAOR0106,20240107,SNOW,0,,,N,700.0
US1CAPC0007,20240107,PRCP,41,,,N,700.0
US1CAPC0010,20240107,PRCP,81,,,N,700.0
US1CAPC0013,20240107,PRCP,71,,,N,700.0
US1CAPC0032,20240107,PRCP,124,,,N,600.0
US1CAPC0034,20240107,PRCP,86,,,N,700.0
US1CAPC0035,20240107,PRCP,51,,,N,700.0
US1CAPC0037,20240107,PRCP,109,,,N,700.0
US1CAPC0045,20240107,PRCP,43,,,N,700.0
US1CAPC0047,20240107,PRCP,28,,,N,845.0
US1CAPC0054,20240107,PRCP,119,,,N,800.0
US1CAPC0054,20240107,SNOW,0,,,N,800.0
US1CAPC0055,20240107,PRCP,102,,,N,700.0
US1CAPC0057,20240107,PRCP,89,,,N,800.0
US1CAPM0002,20240107,PRCP,155,,,N,700.0
US1CAPM0002,20240107,SNOW,229,,,N,700.0
US1CAPM0003,20240107,PRCP,107,,,N,700.0
US1CAPM0003,20240107,SNOW,140,,,N,700.0
US1CAPM0009,20240107,PRCP,41,,,N,900.0
US1CAPM0009,20240107,SNOW,76,,,N,900.0
US1CAPM0009,20240107,SNWD,76,,,N,900.0
US1CARV0003,20240107,PRCP,3,,,N,700.0
US1CARV0005,20240107,PRCP,46,,,N,735.0
US1CARV0010,20240107,PRCP,91,,,N,700.0
US1CARV0015,20240107,PRCP,0,,,N,900.0
US1CARV0015,20240107,SNOW,0,,,N,900.0
US1CARV0018,20240107,PRCP,56,,,N,700.0
US1CARV0028,20240107,PRCP,15,,,N,900.0
US1CARV0034,20240107,PRCP,0,,,N,600.0
US1CARV0034,20240107,SNOW,0,,,N,600.0
US1CARV0039,20240107,PRCP,104,,,N,700.0
US1CARV0043,20240107,PRCP,15,,,N,700.0
US1CARV0050,20240107,PRCP,23,,,N,850.0
US1CARV0053,20240107,PRCP,23,,,N,700.0
US1CARV0060,20240107,PRCP,23,,,N,700.0
US1CARV0061,20240107,PRCP,64,,,N,700.0
US1CARV0064,20240107,PRCP,13,,,N,800.0
US1CARV0072,20240107,PRCP,0,,,N,700.0
US1CARV0072,20240107,SNOW,0,,,N,700.0
US1CARV0077,20240107,PRCP,5,,,N,700.0
US1CARV0078,20240107,PRCP,8,,,N,700.0
US1CARV0079,20240107,PRCP,0,,,N,800.0
US1CARV0079,20240107,SNOW,0,,,N,800.0
US1CARV0081,20240107,PRCP,8,,,N,700.0
US1CARV0086,20240107,PRCP,18,,,N,700.0
US1CARV0088,20240107,PRCP,56,,,N,700.0
US1CARV0091,20240107,PRCP,33,,,N,700.0
US1CASA0002,20240107,PRCP,28,,,N,545.0
US1CASA0005,20240107,PRCP,20,,,N,600.0
US1CASA0006,20240107,PRCP,25,,,N,700.0
US1CASA0007,20240107,PRCP,36,,,N,700.0
US1CASA0008,20240107,PRCP,30,,,N,700.0
US1CASA0012,20240107,PRCP,43,,,N,700.0
US1CASA0029,20240107,PRCP,38,,,N,800.0
US1CASA0030,20240107,PRCP,28,,,N,700.0
US1CASA0045,20240107,PRCP,25,,,N,900.0
US1CASA0061,20240107,PRCP,43,,,N,700.0
US1CASA0070,20240107,PRCP,36,,,N,800.0
US1CASA0074,20240107,PRCP,30,,,N,700.0
US1CASA0076,20240107,PRCP,30,,,N,700.0
US1CASA0082,20240107,PRCP,30,,,N,830.0
US1CASB0001,20240107,PRCP,5,,,N,700.0
US1CASB0005,20240107,PRCP,30,,,N,800.0
US1CASB0007,20240107,PRCP,0,,,N,700.0
US1CASB0007,20240107,SNOW,0,,,N,700.0
US1CASB0023,20240107,PRCP,3,,,N,700.0
US1CASC0003,20240107,PRCP,30,,,N,700.0
US1CASC0005,20240107,PRCP,0,,,N,700.0
US1CASC0005,20240107,SNOW,0,,,N,700.0
US1CASC0010,20240107,PRCP,33,,,N,700.0
US1CASC0015,20240107,PRCP,28,,,N,800.0
US1CASC0032,20240107,PRCP,33,,,N,700.0
US1CASC0040,20240107,PRCP,66,,,N,700.0
US1CASC0041,20240107,PRCP,28,,,N,800.0
US1CASC0042,20240107,PRCP,28,,,N,635.0
US1CASC0048,20240107,PRCP,61,,,N,800.0
US1CASC0052,20240107,PRCP,48,,,N,800.0
US1CASC0053,20240107,PRCP,71,,,N,830.0
US1CASC0054,20240107,PRCP,23,,,N,700.0
US1CASC0063,20240107,PRCP,38,,,N,700.0
US1CASC0069,20240107,PRCP,38,,,N,700.0
US1CASC0070,20240107,PRCP,30,,,N,600.0
US1CASC0075,20240107,PRCP,56,,,N,700.0
US1CASD0001,20240107,PRCP,53,,,N,700.0
US1CASD0006,20240107,PRCP,25,,,N,700.0
US1CASD0007,20240107,PRCP,20,,,N,800.0
US1CASD0009,20240107,PRCP,23,,,N,2359.0
US1CASD0010,20240107,PRCP,33,,,N,700.0
US1CASD0011,20240107,PRCP,0,,,N,800.0
US1CASD0011,20240107,SNOW,0,,,N,800.0
US1CASD0012,20240107,PRCP,38,,,N,700.0
US1CASD0018,20240107,PRCP,43,,,N,700.0
US1CASD0022,20240107,PRCP,33,,,N,700.0
US1CASD0023,20240107,PRCP,13,,,N,700.0
US1CASD0024,20240107,PRCP,119,,,N,800.0
US1CASD0027,20240107,PRCP,20,,,N,800.0
US1CASD0029,20240107,PRCP,28,,,N,650.0
US1CASD0030,20240107,PRCP,25,,,N,700.0
US1CASD0035,20240107,PRCP,33,,,N,700.0
US1CASD0040,20240107,PRCP,33,,,N,700.0
US1CASD0051,20240107,PRCP,56,,,N,1145.0
US1CASD0052,20240107,PRCP,25,,,N,700.0
US1CASD0053,20240107,PRCP,66,,,N,900.0
US1CASD0054,20240107,PRCP,66,,,N,700.0
US1CASD0055,20240107,PRCP,18,,,N,700.0
US1CASD0057,20240107,PRCP,38,,,N,700.0
US1CASD0060,20240107,PRCP,23,,,N,700.0
US1CASD0063,20240107,PRCP,58,,,N,700.0
US1CASD0074,20240107,PRCP,23,,,N,900.0
US1CASD0076,20240107,PRCP,33,,,N,700.0
US1CASD0080,20240107,PRCP,13,,,N,900.0
US1CASD0086,20240107,PRCP,46,,,N,700.0
US1CASD0090,20240107,PRCP,33,,,N,700.0
US1CASD0096,20240107,PRCP,43,,,N,800.0
US1CASD0096,20240107,SNOW,0,,,N,800.0
US1CASD0097,20240107,PRCP,20,,,N,800.0
US1CASD0097,20240107,SNOW,0,,,N,800.0
US1CASD0103,20240107,PRCP,33,,,N,700.0
US1CASD0104,20240107,PRCP,84,,,N,700.0
US1CASD0105,20240107,PRCP,25,,,N,700.0
US1CASD0114,20240107,PRCP,18,,,N,800.0
US1CASD0120,20240107,PRCP,38,,,N,800.0
US1CASD0123,20240107,PRCP,46,,,N,930.0
US1CASD0128,20240107,PRCP,20,,,N,700.0
US1CASD0131,20240107,PRCP,30,,,N,700.0
US1CASD0132,20240107,PRCP,61,,,N,700.0
US1CASD0133,20240107,PRCP,20,,,N,515.0
US1CASD0146,20240107,PRCP,25,,,N,700.0
US1CASD0157,20240107,PRCP,28,,,N,700.0
US1CASD0162,20240107,PRCP,30,,,N,700.0
US1CASD0164,20240107,PRCP,20,,,N,700.0
US1CASD0165,20240107,PRCP,43,,,N,800.0
US1CASD0172,20240107,PRCP,25,,,N,700.0
US1CASD0173,20240107,PRCP,33,,,N,700.0
US1CASD0181,20240107,PRCP,33,,,N,700.0
US1CASD0184,20240107,PRCP,36,,,N,700.0
US1CASD0186,20240107,PRCP,48,,,N,800.0
US1CASD0193,20240107,PRCP,10,,,N,700.0
US1CASD0195,20240107,PRCP,97,,,N,700.0
US1CASD0197,20240107,PRCP,58,,,N,2345.0
US1CASD0197,20240107,SNOW,0,,,N,2345.0
US1CASD0197,20240107,WESF,0,,,N,2345.0
US1CASD0203,20240107,PRCP,46,,,N,800.0
US1CASD0207,20240107,PRCP,38,,,N,700.0
US1CASD0217,20240107,PRCP,13,,,N,906.0
US1CASD0220,20240107,PRCP,28,,,N,700.0
US1CASD0221,20240107,PRCP,33,,,N,900.0
US1CASD0224,20240107,PRCP,38,,,N,800.0
US1CASD0226,20240107,PRCP,64,,,N,700.0
US1CASD0227,20240107,PRCP,20,,,N,645.0
US1CASD0228,20240107,PRCP,18,,,N,700.0
US1CASD0230,20240107,PRCP,8,,,N,700.0
US1CASD0238,20240107,PRCP,94,,,N,800.0
US1CASF0017,20240107,PRCP,38,,,N,700.0
US1CASF0020,20240107,PRCP,25,,,N,800.0
US1CASF0021,20240107,PRCP,23,,,N,700.0
US1CASH0006,20240107,PRCP,117,,,N,730.0
US1CASH0006,20240107,SNOW,97,,,N,730.0
US1CASH0006,20240107,WESD,112,,,N,730.0
US1CASH0006,20240107,WESF,112,,,N,730.0
US1CASH0010,20240107,PRCP,84,,,N,430.0
US1CASH0018,20240107,PRCP,46,,,N,800.0
US1CASH0051,20240107,PRCP,51,,,N,600.0
US1CASH0056,20240107,PRCP,38,,,N,700.0
US1CASH0068,20240107,PRCP,33,,,N,700.0
US1CASH0069,20240107,PRCP,135,,,N,730.0
US1CASH0069,20240107,SNOW,76,,,N,730.0
US1CASH0069,20240107,SNWD,76,,,N,730.0
US1CASH0071,20240107,PRCP,61,,,N,700.0
US1CASH0078,20240107,PRCP,81,,,N,700.0
US1CASJ0001,20240107,PRCP,41,,,N,500.0
US1CASJ0004,20240107,PRCP,46,,,N,530.0
US1CASJ0005,20240107,PRCP,28,,,N,600.0
US1CASJ0014,20240107,PRCP,30,,,N,700.0
US1CASJ0015,20240107,PRCP,33,,,N,800.0
US1CASJ0017,20240107,PRCP,58,,,N,700.0
US1CASJ0021,20240107,PRCP,28,,,N,729.0
US1CASK0003,20240107,PRCP,36,,,N,800.0
US1CASK0003,20240107,SNOW,13,,,N,800.0
US1CASK0004,20240107,PRCP,61,,,N,700.0
US1CASK0004,20240107,SNWD,84,,,N,700.0
US1CASK0009,20240107,PRCP,188,,,N,700.0
US1CASK0010,20240107,PRCP,64,,,N,700.0
US1CASK0010,20240107,SNOW,76,,,N,700.0
US1CASK0011,20240107,PRCP,64,,,N,700.0
US1CASK0020,20240107,PRCP,112,,,N,720.0
US1CASK0020,20240107,SNWD,38,,,N,720.0
US1CASK0024,20240107,PRCP,20,,,N,1030.0
US1CASK0024,20240107,SNOW,0,T,,N,1030.0
US1CASK0024,20240107,WESF,0,T,,N,1030.0
US1CASK0026,20240107,PRCP,102,,,N,700.0
US1CASK0027,20240107,PRCP,10,,,N,800.0
US1CASL0008,20240107,PRCP,18,,,N,700.0
US1CASL0010,20240107,PRCP,38,,,N,700.0
US1CASL0016,20240107,PRCP,30,,,N,700.0
US1CASL0018,20240107,PRCP,43,,,N,700.0
US1CASL0033,20240107,PRCP,30,,,N,600.0
US1CASL0034,20240107,PRCP,25,,,N,800.0
US1CASL0035,20240107,PRCP,28,,,N,800.0
US1CASL0036,20240107,PRCP,25,,,N,700.0
US1CASL0037,20240107,PRCP,28,,,N,800.0
US1CASL0039,20240107,PRCP,36,,,N,800.0
US1CASL0039,20240107,SNOW,0,,,N,800.0
US1CASL0040,20240107,PRCP,20,,,N,700.0
US1CASM0001,20240107,PRCP,38,,,N,900.0
US1CASM0005,20240107,PRCP,0,,,N,0.0
US1CASM0005,20240107,SNOW,0,,,N,0.0
US1CASM0006,20240107,PRCP,28,,,N,800.0
US1CASM0009,20240107,PRCP,64,,,N,700.0
US1CASM0013,20240107,PRCP,71,,,N,700.0
US1CASM0022,20240107,PRCP,104,,,N,1200.0
US1CASM0025,20240107,PRCP,30,,,N,700.0
US1CASM0038,20240107,PRCP,56,,,N,700.0
US1CASM0039,20240107,PRCP,0,,,N,800.0
US1CASM0039,20240107,SNOW,0,,,N,800.0
US1CASM0044,20240107,PRCP,36,,,N,700.0
US1CASM0045,20240107,PRCP,36,,,N,800.0
US1CASM0046,20240107,PRCP,43,,,N,700.0
US1CASM0047,20240107,PRCP,25,,,N,730.0
US1CASM0048,20240107,PRCP,51,,,N,800.0
US1CASN0006,20240107,PRCP,41,,,N,700.0
US1CASN0013,20240107,PRCP,38,,,N,600.0
US1CASN0029,20240107,PRCP,107,,,N,700.0
US1CASN0042,20240107,PRCP,81,,,N,800.0
US1CASN0049,20240107,PRCP,64,,,N,700.0
US1CASN0050,20240107,PRCP,71,,,N,700.0
US1CASN0061,20240107,PRCP,61,,,N,400.0
US1CASN0062,20240107,PRCP,46,,,N,700.0
US1CASN0063,20240107,PRCP,69,,,N,700.0
US1CASN0071,20240107,PRCP,76,,,N,700.0
US1CASN0074,20240107,PRCP,79,,,N,700.0
US1CASN0078,20240107,PRCP,97,,,N,700.0
US1CASN0080,20240107,PRCP,61,,,N,700.0
US1CASN0084,20240107,PRCP,64,,,N,800.0
US1CASN0089,20240107,PRCP,99,,,N,700.0
US1CASN0090,20240107,PRCP,64,,,N,700.0
US1CASN0098,20240107,PRCP,76,,,N,700.0
US1CASN0099,20240107,PRCP,114,,,N,700.0
US1CASN0100,20240107,PRCP,0,,,N,700.0
US1CASN0100,20240107,SNOW,0,,,N,700.0
US1CASN0104,20240107,PRCP,69,,,N,700.0
US1CASN0106,20240107,PRCP,119,,,N,700.0
US1CASN0112,20240107,PRCP,51,,,N,700.0
US1CASN0115,20240107,PRCP,56,,,N,700.0
US1CASN0121,20240107,PRCP,79,,,N,700.0
US1CASN0122,20240107,PRCP,97,,,N,830.0
US1CASN0125,20240107,PRCP,38,,,N,830.0
US1CASN0126,20240107,PRCP,84,,,N,800.0
US1CASN0131,20240107,PRCP,61,,,N,700.0
US1CASN0141,20240107,PRCP,107,,,N,700.0
US1CASN0142,20240107,PRCP,66,,,N,700.0
US1CASN0143,20240107,PRCP,53,,,N,700.0
US1CASN0148,20240107,PRCP,109,,,N,700.0
US1CASN0149,20240107,PRCP,99,,,N,725.0
US1CASN0152,20240107,PRCP,61,,,N,700.0
US1CASN0159,20240107,PRCP,0,T,,N,700.0
US1CASN0159,20240107,SNOW,0,,,N,700.0
US1CASN0160,20240107,PRCP,33,,,N,845.0
US1CASN0164,20240107,PRCP,71,,,N,700.0
US1CASN0174,20240107,PRCP,38,,,N,800.0
US1CASN0179,20240107,PRCP,86,,,N,700.0
US1CASN0180,20240107,PRCP,112,,,N,700.0
US1CASO0003,20240107,PRCP,38,,,N,700.0
US1CASO0006,20240107,PRCP,36,,,N,700.0
US1CASO0007,20240107,PRCP,56,,,N,800.0
US1CASO0010,20240107,PRCP,28,,,N,700.0
US1CASO0014,20240107,PRCP,69,,,N,736.0
US1CASO0016,20240107,PRCP,61,,,N,800.0
US1CASO0018,20240107,PRCP,51,,,N,630.0
US1CASR0009,20240107,PRCP,0,,,N,700.0
US1CASR0009,20240107,SNOW,0,,,N,700.0
US1CASR0014,20240107,PRCP,10,,,N,700.0
US1CASR0017,20240107,PRCP,5,,,N,700.0
US1CASR0027,20240107,PRCP,0,,,N,657.0
US1CASR0027,20240107,SNOW,0,,,N,657.0
US1CASR0029,20240107,PRCP,3,,,N,700.0
US1CASR0035,20240107,PRCP,0,,,N,700.0
US1CASR0035,20240107,SNOW,0,,,N,700.0
US1CASR0044,20240107,PRCP,160,,,N,700.0
US1CASR0044,20240107,SNOW,5,,,N,700.0
US1CASR0055,20240107,PRCP,20,,,N,800.0
US1CASR0055,20240107,SNOW,0,,,N,800.0
US1CASR0066,20240107,PRCP,0,,,N,700.0
US1CASR0066,20240107,SNOW,0,,,N,700.0
US1CASR0069,20240107,PRCP,0,T,,N,700.0
US1CASR0072,20240107,PRCP,8,,,N,700.0
US1CASR0073,20240107,PRCP,43,,,N,700.0
US1CASR0074,20240107,PRCP,0,T,,N,700.0
US1CASR0084,20240107,PRCP,81,,,N,700.0
US1CASR0084,20240107,SNOW,0,,,N,700.0
US1CASR0084,20240107,SNWD,0,,,N,700.0
US1CASR0084,20240107,WESD,0,,,N,700.0
US1CASR0084,20240107,WESF,0,,,N,700.0
US1CASR0095,20240107,PRCP,10,,,N,600.0
US1CASR0100,20240107,PRCP,99,,,N,800.0
US1CASS0001,20240107,PRCP,51,,,N,700.0
US1CASS0002,20240107,PRCP,53,,,N,600.0
US1CASS0006,20240107,PRCP,41,,,N,700.0
US1CASS0010,20240107,PRCP,43,,,N,700.0
US1CASS0011,20240107,PRCP,56,,,N,800.0
US1CAST0005,20240107,PRCP,36,,,N,700.0
US1CAST0006,20240107,PRCP,38,,,N,700.0
US1CAST0009,20240107,PRCP,33,,,N,815.0
US1CASZ0021,20240107,PRCP,79,,,N,800.0
US1CASZ0024,20240107,PRCP,48,,,N,720.0
US1CASZ0028,20240107,PRCP,0,,,N,1700.0
US1CASZ0028,20240107,SNOW,0,,,N,1700.0
US1CASZ0028,20240107,SNWD,0,,,N,1700.0
US1CASZ0028,20240107,WESD,0,,,N,1700.0
US1CASZ0028,20240107,WESF,0,,,N,1700.0
US1CASZ0036,20240107,PRCP,89,,,N,711.0
US1CASZ0041,20240107,PRCP,51,,,N,800.0
US1CASZ0044,20240107,PRCP,48,,,N,830.0
US1CASZ0047,20240107,PRCP,112,,,N,800.0
US1CASZ0048,20240107,PRCP,119,,,N,645.0
US1CASZ0050,20240107,PRCP,104,,,N,700.0
US1CASZ0051,20240107,PRCP,99,,,N,700.0
US1CASZ0052,20240107,PRCP,89,,,N,700.0
US1CASZ0055,20240107,PRCP,79,,,N,730.0
US1CASZ0058,20240107,PRCP,76,,,N,700.0
US1CASZ0059,20240107,PRCP,46,,,N,1126.0
US1CASZ0062,20240107,PRCP,91,,,N,1300.0
US1CATH0005,20240107,PRCP,18,,,N,800.0
US1CATH0008,20240107,PRCP,15,,,N,800.0
US1CATH0010,20240107,PRCP,0,,,N,700.0
US1CATH0010,20240107,SNOW,0,,,N,700.0
US1CATH0012,20240107,PRCP,28,,,N,800.0
US1CATH0028,20240107,PRCP,15,,,N,700.0
US1CATH0029,20240107,PRCP,30,,,N,700.0
US1CATH0030,20240107,PRCP,0,,,N,700.0
US1CATH0030,20240107,SNOW,0,,,N,700.0
US1CATH0051,20240107,PRCP,5,,,N,700.0
US1CATH0054,20240107,PRCP,23,,,N,900.0
US1CATL0011,20240107,PRCP,69,,,N,700.0
US1CATL0016,20240107,PRCP,13,,,N,800.0
US1CATL0024,20240107,PRCP,8,,,N,800.0
US1CATL0026,20240107,PRCP,5,,,N,700.0
US1CATM0003,20240107,PRCP,89,,,N,1700.0
US1CATM0003,20240107,SNOW,51,,,N,1700.0
US1CATM0005,20240107,PRCP,117,,,N,700.0
US1CATM0005,20240107,SNOW,51,,,N,700.0
US1CATM0005,20240107,SNWD,51,,,N,700.0
US1CATM0005,20240107,WESD,97,,,N,700.0
US1CATM0005,20240107,WESF,97,,,N,700.0
US1CATY0006,20240107,PRCP,130,,,N,700.0
US1CATY0011,20240107,PRCP,76,,,N,800.0
US1CATY0011,20240107,SNOW,28,,,N,800.0
US1CATY0011,20240107,SNWD,48,,,N,800.0
US1CATY0028,20240107,PRCP,173,,,N,700.0
US1CATY0028,20240107,SNOW,58,,,N,700.0
US1CATY0028,20240107,SNWD,38,,,N,700.0
US1CATY0039,20240107,PRCP,107,,,N,800.0
US1CATY0039,20240107,SNOW,13,,,N,800.0
US1CATY0039,20240107,WESF,51,,,N,800.0
US1CATY0044,20240107,PRCP,124,,,N,700.0
US1CATY0044,20240107,SNOW,66,,,N,700.0
US1CAVT0001,20240107,PRCP,0,,,N,530.0
US1CAVT0001,20240107,SNOW,0,,,N,530.0
US1CAVT0002,20240107,PRCP,0,,,N,700.0
US1CAVT0002,20240107,SNOW,0,,,N,700.0
US1CAVT0016,20240107,PRCP,0,,,N,700.0
US1CAVT0016,20240107,SNOW,0,,,N,700.0
US1CAVT0018,20240107,PRCP,0,,,N,700.0
US1CAVT0018,20240107,SNOW,0,,,N,700.0
US1CAVT0028,20240107,PRCP,0,,,N,700.0
US1CAVT0028,20240107,SNOW,0,,,N,700.0
US1CAVT0030,20240107,PRCP,0,,,N,700.0
US1CAVT0030,20240107,SNOW,0,,,N,700.0
US1CAVT0035,20240107,PRCP,0,,,N,730.0
US1CAVT0035,20240107,SNOW,0,,,N,730.0
US1CAVT0036,20240107,PRCP,0,,,N,700.0
US1CAVT0036,20240107,SNOW,0,,,N,700.0
US1CAYB0001,20240107,PRCP,175,,,N,800.0
US1CAYB0001,20240107,SNOW,0,,,N,800.0
US1CAYB0001,20240107,SNWD,0,,,N,800.0
US1CAYB0001,20240107,WESD,0,,,N,800.0
US1CAYB0001,20240107,WESF,0,,,N,800.0
US1CAYB0003,20240107,PRCP,15,,,N,600.0
US1CAYB0004,20240107,PRCP,46,,,N,902.0
US1CAYL0001,20240107,PRCP,41,,,N,700.0
US1CAYL0001,20240107,SNOW,0,,,N,700.0
US1CAYL0002,20240107,PRCP,0,,,N,730.0
US1CAYL0002,20240107,SNOW,0,,,N,730.0
US1CAYL0009,20240107,PRCP,38,,,N,700.0
US1CAYL0013,20240107,PRCP,41,,,N,700.0
US1CAYL0014,20240107,PRCP,36,,,N,800.0
US1CAYL0021,20240107,PRCP,41,,,N,700.0
US1CAYL0023,20240107,PRCP,30,,,N,736.0
US1CAYL0028,20240107,PRCP,36,,,N,700.0
US1CAYL0033,20240107,PRCP,33,,,N,700.0
US1CAYL0033,20240107,SNOW,0,,,N,700.0
US1CAYL0035,20240107,PRCP,18,,,N,700.0
US1CAAL0001,20240108,PRCP,0,,,N,700.0
US1CAAL0001,20240108,SNOW,0,,,N,700.0
US1CAAL0003,20240108,PRCP,0,,,N,700.0
US1CAAL0003,20240108,SNOW,0,,,N,700.0
US1CAAL0004,20240108,PRCP,0,,,N,700.0
US1CAAL0004,20240108,SNOW,0,,,N,700.0
US1CAAL0012,20240108,PRCP,0,,,N,700.0
US1CAAL0012,20240108,SNOW,0,,,N,700.0
US1CAAL0025,20240108,PRCP,0,T,,N,702.0
US1CAAL0030,20240108,PRCP,0,,,N,700.0
US1CAAL0030,20240108,SNOW,0,,,N,700.0
US1CAAL0034,20240108,PRCP,0,,,N,700.0
US1CAAL0034,20240108,SNOW,0,,,N,700.0
US1CAAL0052,20240108,PRCP,0,,,N,700.0
US1CAAL0052,20240108,SNOW,0,,,N,700.0
US1CAAM0009,20240108,PRCP,0,,,N,800.0
US1CAAM0009,20240108,SNOW,0,,,N,800.0
US1CAAM0011,20240108,PRCP,0,,,N,700.0
US1CAAM0011,20240108,SNOW,0,,,N,700.0
US1CAAM0013,20240108,PRCP,0,,,N,700.0
US1CAAM0013,20240108,SNOW,0,,,N,700.0
US1CAAM0016,20240108,PRCP,0,,,N,800.0
US1CAAM0016,20240108,SNOW,0,,,N,800.0
US1CAAM0018,20240108,PRCP,0,,,N,800.0
US1CAAM0018,20240108,SNOW,0,,,N,800.0
US1CAAM0019,20240108,PRCP,0,,,N,700.0
US1CAAM0019,20240108,SNOW,0,,,N,700.0
US1CABT0005,20240108,PRCP,0,,,N,800.0
US1CABT0005,20240108,SNOW,0,,,N,800.0
US1CABT0008,20240108,PRCP,0,,,N,800.0
US1CABT0008,20240108,SNOW,0,,,N,800.0
US1CABT0026,20240108,PRCP,0,,,N,600.0
US1CABT0026,20240108,SNOW,0,,,N,600.0
US1CABT0032,20240108,PRCP,0,,,N,700.0
US1CABT0032,20240108,SNOW,0,,,N,700.0
US1CABT0033,20240108,PRCP,0,,,N,600.0
US1CABT0033,20240108,SNOW,0,,,N,600.0
US1CABT0042,20240108,PRCP,0,,,N,800.0
US1CABT0042,20240108,SNOW,0,,,N,800.0
US1CABT0044,20240108,PRCP,0,,,N,800.0
US1CABT0044,20240108,SNOW,0,,,N,800.0
US1CACC0001,20240108,PRCP,0,,,N,700.0
US1CACC0001,20240108,SNOW,0,,,N,700.0
US1CACC0004,20240108,PRCP,0,,,N,800.0
US1CACC0004,20240108,SNOW,0,,,N,800.0
US1CACC0006,20240108,PRCP,0,,,N,700.0
US1CACC0006,20240108,SNOW,0,,,N,700.0
US1CACC0010,20240108,PRCP,0,,,N,700.0
US1CACC0010,20240108,SNOW,0,,,N,700.0
US1CACC0011,20240108,PRCP,0,,,N,700.0
US1CACC0011,20240108,SNOW,0,,,N,700.0
US1CACC0018,20240108,PRCP,0,,,N,700.0
US1CACC0018,20240108,SNOW,0,,,N,700.0
US1CACC0025,20240108,PRCP,0,,,N,700.0
US1CACC0025,20240108,SNOW,0,,,N,700.0
US1CACC0031,20240108,PRCP,0,,,N,618.0
US1CACC0031,20240108,SNOW,0,,,N,618.0
US1CACC0037,20240108,PRCP,0,,,N,530.0
US1CACC0037,20240108,SNOW,0,,,N,530.0
US1CACC0040,20240108,PRCP,0,,,N,630.0
US1CACC0040,20240108,SNOW,0,,,N,630.0
US1CACC0045,20240108,PRCP,3,,,N,700.0
US1CACC0046,20240108,PRCP,0,,,N,700.0
US1CACC0046,20240108,SNOW,0,,,N,700.0
US1CACC0052,20240108,PRCP,5,,,N,900.0
US1CACC0053,20240108,PRCP,0,,,N,800.0
US1CACC0053,20240108,SNOW,0,,,N,800.0
US1CACV0011,20240108,PRCP,0,T,,N,700.0
US1CADN0001,20240108,PRCP,0,T,,N,900.0
US1CADN0005,20240108,PRCP,0,T,,N,800.0
US1CADN0006,20240108,PRCP,8,,,N,651.0
US1CADN0008,20240108,PRCP,0,T,,N,800.0
US1CADN0011,20240108,PRCP,0,T,,N,835.0
US1CADN0012,20240108,PRCP,8,,,N,800.0
US1CADN0017,20240108,PRCP,5,,,N,900.0
US1CADN0021,20240108,PRCP,8,,,N,700.0
US1CAED0003,20240108,PRCP,0,,,N,700.0
US1CAED0003,20240108,SNOW,0,,,N,700.0
US1CAED0010,20240108,PRCP,0,,,N,800.0
US1CAED0010,20240108,SNOW,0,,,N,800.0
US1CAED0029,20240108,PRCP,0,,,N,745.0
US1CAED0029,20240108,SNOW,0,,,N,745.0
US1CAED0032,20240108,PRCP,0,,,N,530.0
US1CAED0032,20240108,SNOW,0,,,N,530.0
US1CAED0036,20240108,PRCP,0,,,N,730.0
US1CAED0036,20240108,SNOW,0,,,N,730.0
US1CAFR0002,20240108,PRCP,0,,,N,700.0
US1CAFR0002,20240108,SNOW,0,,,N,700.0
US1CAFR0008,20240108,PRCP,0,,,N,700.0
US1CAFR0008,20240108,SNOW,0,,,N,700.0
US1CAFR0014,20240108,PRCP,0,,,N,700.0
US1CAFR0014,20240108,SNOW,0,,,N,700.0
US1CAFR0026,20240108,PRCP,0,,,N,700.0
US1CAFR0026,20240108,SNOW,0,,,N,700.0
US1CAFR0031,20240108,PRCP,0,,,N,700.0
US1CAFR0031,20240108,SNOW,0,,,N,700.0
US1CAFR0034,20240108,PRCP,0,,,N,800.0
US1CAFR0034,20240108,SNOW,0,,,N,800.0
US1CAFR0036,20240108,PRCP,0,,,N,700.0
US1CAFR0036,20240108,SNOW,0,,,N,700.0
US1CAHM0001,20240108,PRCP,0,,,N,700.0
US1CAHM0001,20240108,SNOW,0,,,N,700.0
US1CAHM0004,20240108,PRCP,0,T,,N,700.0
US1CAHM0005,20240108,PRCP,0,T,,N,700.0
US1CAHM0006,20240108,PRCP,0,,,N,800.0
US1CAHM0006,20240108,SNOW,0,,,N,800.0
US1CAHM0007,20240108,PRCP,0,T,,N,800.0
US1CAHM0009,20240108,PRCP,3,,,N,800.0
US1CAHM0012,20240108,PRCP,0,,,N,800.0
US1CAHM0012,20240108,SNOW,0,,,N,800.0
US1CAHM0014,20240108,PRCP,0,T,,N,700.0
US1CAHM0026,20240108,PRCP,5,,,N,700.0
US1CAHM0029,20240108,PRCP,0,,,N,700.0
US1CAHM0029,20240108,SNOW,0,,,N,700.0
