ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN_FLAG,HCN_CRN_FLAG,WMO_ID
US1CALA0010,33.9862,-118.0664,52.1,CA,WHITTIER 2.9 WNW,,,
US1CALA0011,33.8192,-118.3771,35.7,CA,REDONDO BEACH 2.6 S,,,
US1CALA0012,34.2033,-118.568,234.1,CA,WINNETKA 0.7 SSE,,,
US1CALA0013,33.9506,-118.2089,32.9,CA,SOUTH GATE 1.1 WNW,,,
US1CALA0014,34.4268,-118.4275,492.9,CA,CANYON COUNTRY 2.6 E,,,
US1CALA0015,34.121,-117.7068,446.5,CA,CLAREMONT 0.5 E,,,
US1CALA0021,34.1617,-118.0285,198.7,CA,ARCADIA 2.1 NNE,,,
US1CALA0023,34.0232,-117.7965,285.0,CA,DIAMOND BAR 1.9 NNE,,,
US1CALA0029,33.8437,-118.2649,4.6,CA,CARSON 0.7 NW,,,
US1CALA0030,34.1712,-118.4353,205.7,CA,LOS ANGELES 4.3 NNW,,,
US1CALA0031,34.7184,-118.0659,721.2,CA,LANCASTER 6.5 ENE,,,
US1CALA0033,34.1988,-118.3093,264.6,CA,BURBANK 1.1 ENE,,,
US1CALA0034,34.27,-118.2874,601.7,CA,LA CRESCENTA-MONTROSE 3.9 NW,,,
US1CALA0035,33.7798,-118.3852,330.1,CA,RANCHO PALOS VERDES 2.0 NW,,,
US1CALA0036,34.1392,-118.1161,225.2,CA,PASADENA 2.0 SE,,,
US1CALA0038,33.7766,-118.1467,14.6,CA,LONG BEACH 1.1 SE,,,
US1CALA0039,33.7753,-118.3704,309.1,CA,RANCHO PALOS VERDES 1.3 NNW,,,
US1CALA0041,34.2793,-118.363,377.6,CA,SAN FERNANDO 4.2 E,,,
US1CALA0043,34.1619,-118.1073,277.7,CA,PASADENA 1.8 E,,,
US1CALA0044,33.834,-118.3281,28.0,CA,TORRANCE 0.7 E,,,
US1CALA0046,34.2406,-118.2611,570.6,CA,LA CRESCENTA-MONTROSE 1.6 WNW,,,
US1CALA0048,34.0318,-118.4853,56.7,CA,SANTA MONICA 1.3 NNE,,,
US1CALA0049,33.986,-118.409,7.0,CA,CULVER CITY 1.6 SSW,,,
US1CALA0051,34.6802,-118.1103,740.4,CA,LANCASTER 3.9 ESE,,,
US1CALA0054,34.1406,-118.6281,329.2,CA,CALABASAS 1.9 E,,,
US1CALA0057,33.7867,-118.3105,33.5,CA,LOMITA 0.6 SE,,,
US1CALA0059,34.0374,-117.7788,290.5,CA,POMONA 1.8 SW,,,
US1CALA0060,34.4064,-118.4866,475.8,CA,SANTA CLARITA 1.4 ESE,,,
US1CALA0063,34.1791,-118.1047,331.9,CA,ALTADENA 1.9 ESE,,,
US1CALA0064,34.0809,-118.2729,123.4,CA,LOS ANGELES 2.6 NW,,,
US1CALA0066,34.0473,-118.5326,84.7,CA,PACIFIC PALISADES 1.3 NW,,,
US1CALA0067,34.3898,-118.5569,381.3,CA,SANTA CLARITA 3.1 WSW,,,
US1CALA0068,33.8675,-118.089,18.0,CA,ARTESIA 0.5 W,,,
US1CALA0075,33.7395,-118.3169,134.4,CA,SAN PEDRO 1.4 W,,,
US1CALA0077,34.6831,-118.0802,734.0,CA,LANCASTER 5.5 E,,,
US1CALA0078,33.8299,-118.3882,25.0,CA,REDONDO BEACH 2.0 SSW,,,
US1CALA0081,34.1354,-117.8238,293.2,CA,GLENDORA 1.4 ESE,,,
US1CALA0083,34.2371,-118.2318,628.8,CA,LA CRESCENTA-MONTROSE 0.3 NE,,,
US1CALA0085,34.1,-118.2196,246.0,CA,SOUTH PASADENA 3.7 WSW,,,
US1CALA0087,34.4371,-118.552,368.8,CA,VALENCIA 1.7 SE,,,
US1CALA0089,34.1004,-118.1654,241.1,CA,SOUTH PASADENA 0.9 SSW,,,
US1CALA0090,34.1534,-118.2098,267.9,CA,GLENDALE 3.0 ESE,,,
US1CALA0091,34.1648,-118.1249,289.0,CA,PASADENA 0.8 ENE,,,
US1CALA0092,33.8274,-118.3888,0.9,CA,REDONDO BEACH 2.1 SSW,,,
US1CALA0096,34.1135,-117.7113,416.7,CA,CLAREMONT 0.6 SSE,,,
US1CALA0097,33.7215,-118.2954,85.0,CA,ROLLING HILLS 3.9 SE,,,
US1CALA0104,34.1977,-118.5138,225.9,CA,SAN FERNANDO 7.8 SW,,,
US1CALA0106,34.1159,-117.7056,433.1,CA,CLAREMONT 0.7 SE,,,
US1CALA0108,34.1674,-118.7494,316.4,CA,AGOURA HILLS 1.3 NNE,,,
US1CALA0109,34.1905,-118.1648,349.3,CA,ALTADENA 1.7 W,,,
US1CALA0112,34.4723,-118.534,452.9,CA,SANTA CLARITA 4.3 NNW,,,
US1CALA0113,34.1862,-118.5577,234.7,CA,HIDDEN HILLS 6.0 ENE,,,
US1CALA0120,34.0222,-117.8611,172.2,CA,WALNUT 0.5 SSW,,,
US1CALA0123,33.8135,-118.0758,9.8,CA,LOS ALAMITOS 1.4 NW,,,
US1CALA0129,34.0949,-117.8404,221.3,CA,SAN DIMAS 2.1 WSW,,,
US1CALA0132,34.2422,-118.6079,276.1,CA,CHATSWORTH 0.7 SE,,,
US1CALK0003,39.1068,-122.909,438.0,CA,LAKEPORT 4.5 N,,,
US1CALK0004,39.0789,-122.9169,417.6,CA,LAKEPORT 2.5 N,,,
US1CALK0006,38.706,-122.6031,388.0,CA,MIDDLETOWN 3.3 SSE,,,
US1CALK0008,38.8652,-122.5636,483.1,CA,LOWER LAKE 4.0 SE,,,
US1CALK0009,39.1682,-122.9778,438.9,CA,UPPER LAKE 3.6 W,,,
US1CALK0010,38.8258,-122.722,766.6,CA,COBB 0.8 S,,,
US1CALK0013,39.4358,-122.9689,585.8,CA,WILLITS 20.4 E,,,
US1CALK0014,39.0512,-122.9218,428.5,CA,LAKEPORT 0.6 N,,,
US1CALK0017,39.0683,-122.5926,388.9,CA,CLEARLAKE OAKS 5.0 NE,,,
US1CALK0018,38.8136,-122.5678,355.7,CA,HIDDEN VALLEY LAKE 2.7 W,,,
US1CALK0019,39.3638,-122.9637,868.4,CA,POTTER VALLEY 8.4 ENE,,,
US1CALK0020,39.0355,-122.9136,406.0,CA,LAKEPORT 0.6 SE,,,
US1CALK0021,38.9971,-122.8115,408.4,CA,KELSEYVILLE 2.8 NNE,,,
US1CALK0022,39.0844,-122.9478,430.7,CA,LAKEPORT 3.3 NNW,,,
US1CALS0001,40.3676,-120.6739,1326.8,CA,SUSANVILLE 3.2 SSW,,,
US1CALS0002,40.363,-120.674,1325.0,CA,SUSANVILLE 3.5 SSW,,,
US1CALS0004,40.4067,-120.66,1286.3,CA,SUSANVILLE 0.6 WSW,,,
US1CALS0006,40.8895,-121.1781,1273.5,CA,MCARTHUR 16.0 SE,,,
US1CAMA0001,37.4415,-119.6316,1302.7,CA,OAKHURST 7.5 N,,,
US1CAMA0002,37.2717,-119.802,549.2,CA,RAYMOND 6.8 NE,,,
US1CAMA0003,37.1241,-119.761,487.1,CA,YOSEMITE LAKES 4.7 S,,,
US1CAMA0004,37.3996,-119.7381,865.6,CA,AHWAHNEE 2.5 NNW,,,
US1CAMA0005,37.258,-119.7138,699.8,CA,COARSEGOLD 0.8 WSW,,,
US1CAMA0006,36.9557,-120.0837,79.9,CA,MADERA 0.9 SSW,,,
US1CAMA0007,37.247,-119.6855,815.0,CA,COARSEGOLD 1.4 SE,,,
US1CAMA0008,37.116,-120.252,72.5,CA,CHOWCHILLA 0.3 E,,,
US1CAMA0009,37.0367,-119.9842,109.4,CA,LAKE MADERA 1.3 NNE,,,
US1CAMA0011,36.9374,-119.8735,107.9,CA,MADERA 11.4 E,,,
US1CAMA0012,37.3146,-119.638,775.1,CA,OAKHURST 1.4 SSE,,,
US1CAMA0016,37.3217,-119.6409,733.3,CA,OAKHURST 0.9 SSE,,,
US1CAMA0017,37.323,-119.6252,730.3,CA,OAKHURST 1.4 ESE,,,
US1CAMA0019,37.3548,-119.605,1025.3,CA,OAKHURST 2.7 ENE,,,
US1CAMD0001,39.2206,-123.3312,759.6,CA,UKIAH 8.4 NW,,,
US1CAMD0003,39.0062,-123.4084,323.4,CA,BOONVILLE 2.2 WSW,,,
US1CAMD0004,39.2754,-123.2198,235.0,CA,REDWOOD VALLEY 1.1 NW,,,
US1CAMD0005,39.1054,-123.7062,44.8,CA,ELK 1.8 NNE,,,
US1CAMD0006,38.875,-123.6,296.6,CA,POINT ARENA 5.5 ESE,,,
US1CAMD0007,39.1583,-123.2248,227.4,CA,UKIAH 1.2 NW,,,
US1CAMD0009,39.1413,-123.1994,183.2,CA,UKIAH 0.6 ESE,,,
US1CAMD0010,38.9844,-123.158,175.0,CA,HOPLAND 2.4 WNW,,,
US1CAMD0012,39.37,-123.45,570.9,CA,WILLITS 6.0 WSW,,,
US1CAMD0013,39.2721,-123.2266,246.9,CA,REDWOOD VALLEY 1.3 WNW,,,
US1CAMD0014,39.2723,-123.1785,278.0,CA,REDWOOD VALLEY 1.5 ENE,,,
US1CAMD0015,39.3257,-123.7942,98.5,CA,MENDOCINO 1.3 NNE,,,
US1CAMD0016,39.0833,-123.2191,210.6,CA,UKIAH 4.3 S,,,
US1CAMD0017,39.6724,-123.4898,502.0,CA,LAYTONVILLE 1.1 SW,,,
US1CAMD0018,38.8828,-123.61,319.4,CA,POINT ARENA 4.8 ESE,,,
US1CAMD0019,39.6567,-123.7698,220.1,CA,WESTPORT 1.6 NNE,,,
US1CAMD0021,39.1878,-123.7096,193.9,CA,ALBION 4.0 SE,,,
US1CAMD0022,39.814,-123.5343,633.4,CA,LAYTONVILLE 9.8 NNW,,,
US1CAMD0025,38.7701,-123.5349,37.2,CA,GUALALA 0.5 NW,,,
US1CAMD0026,39.361,-123.789,98.5,CA,CASPAR 1.4 ESE,,,
US1CAMD0029,39.4985,-123.7854,25.9,CA,FORT BRAGG 4.0 NNE,,,
US1CAMD0030,39.3914,-123.802,64.3,CA,FORT BRAGG 3.5 S,,,
US1CAMD0033,39.3415,-123.7761,128.3,CA,MENDOCINO 2.7 NNE,,,
US1CAMD0034,38.7742,-123.5387,59.1,CA,GUALALA 0.8 NW,,,
US1CAMD0036,38.9117,-123.6935,64.9,CA,POINT ARENA 0.2 W,,,
US1CAMD0037,39.3924,-123.3219,447.1,CA,WILLITS 1.6 ESE,,,
US1CAMD0038,39.3769,-123.801,58.2,CA,FORT BRAGG 4.5 S,,,
US1CAMD0039,39.1547,-123.7009,367.6,CA,ELK 1.9 NNE,,,
US1CAMD0040,39.3774,-123.3361,439.2,CA,WILLITS 2.0 SSE,,,
US1CAMD0042,39.2064,-123.7703,60.7,CA,ALBION 1.1 S,,,
US1CAMD0044,39.3479,-123.1198,299.3,CA,POTTER VALLEY 1.8 N,,,
US1CAMD0045,39.3134,-123.7927,75.9,CA,MENDOCINO 0.5 NE,,,
US1CAMD0046,39.4242,-123.4052,731.2,CA,WILLITS 3.3 WNW,,,
US1CAMD0050,38.8118,-123.5786,144.8,CA,GUALALA 3.7 NW,,,
US1CAMD0056,39.4651,-123.321,710.5,CA,WILLITS 4.4 NNE,,,
US1CAMD0057,39.2569,-123.2178,229.5,CA,REDWOOD VALLEY 0.9 SW,,,
US1CAME0004,37.3102,-120.4968,51.2,CA,MERCED 1.2 NW,,,
US1CAMN0001,38.0337,-119.1697,2162.3,CA,LEE VINING 5.9 NW,,,
US1CAMN0004,37.5103,-118.6363,1949.2,CA,WEST BISHOP 14.4 NW,,,
US1CAMN0005,37.5569,-118.7054,2154.3,CA,MAMMOTH LAKES 16.3 ESE,,,
US1CAMN0006,38.0197,-119.166,2069.9,CA,MONO CITY 1.9 SW,,,
US1CAMP0001,37.5396,-119.9876,896.7,CA,MARIPOSA 3.7 NNW,,,
US1CAMP0002,37.4613,-119.7417,899.8,CA,MARIPOSA 12.5 E,,,
US1CAMP0003,37.6354,-120.3273,339.5,CA,LA GRANGE 7.8 ESE,,,
US1CAMP0004,37.4152,-120.0998,357.2,CA,CATHEYS VALLEY 1.2 S,,,
US1CAMP0006,37.4623,-119.7403,896.1,CA,MARIPOSA 12.5 E,,,
US1CAMP0008,37.4822,-119.9017,754.1,CA,MARIPOSA 3.6 E,,,
US1CAMP0009,37.5069,-119.8392,978.4,CA,MARIPOSA 7.1 E,,,
US1CAMR0001,38.0766,-122.5643,90.2,CA,NOVATO 1.1 SSW,,,
US1CAMR0002,38.005,-122.6354,133.8,CA,WOODACRE 0.6 SW,,,
US1CAMR0003,37.9971,-122.5805,112.8,CA,SAN ANSELMO 1.2 NNW,,,
US1CAMR0004,38.106,-122.6441,75.0,CA,NOVATO 4.8 WNW,,,
US1CAMR0005,37.9872,-122.5643,32.6,CA,SAN ANSELMO 0.4 NE,,,
US1CAMR0007,38.0652,-122.5465,17.4,CA,IGNACIO 0.6 SW,,,
US1CAMR0008,38.1021,-122.5799,7.0,CA,NOVATO 1.4 WNW,,,
US1CAMR0009,38.2475,-122.8119,36.3,CA,PETALUMA 10.1 W,,,
US1CAMR0010,38.2557,-122.9629,111.6,CA,DILLON BEACH 0.3 NNE,,,
US1CAMR0011,38.2507,-122.8829,39.0,CA,TOMALES 1.3 ENE,,,
US1CAMR0012,38.0268,-122.5473,21.9,CA,SAN RAFAEL 3.9 NW,,,
US1CAMR0013,37.8863,-122.544,63.7,CA,MILL VALLEY 1.5 S,,,
US1CAMR0015,38.0268,-122.5714,56.4,CA,LUCAS VALLEY 0.7 SSW,,,
US1CAMR0016,37.8593,-122.4974,48.5,CA,SAUSALITO 0.3 WNW,,,
US1CAMR0018,37.981,-122.5907,44.5,CA,FAIRFAX 0.6 SSE,,,
US1CAMR0021,37.9401,-122.5347,2.7,CA,LARKSPUR 0.3 WSW,,,
US1CAMR0024,38.0199,-122.5742,50.6,CA,SAN RAFAEL 4.6 NW,,,
US1CAMR0025,38.0096,-122.5801,62.2,CA,SAN ANSELMO 2.0 NNW,,,
US1CAMR0026,38.079,-122.5698,69.5,CA,NOVATO 1.2 SW,,,
US1CAMR0027,37.9056,-122.5375,25.6,CA,MILL VALLEY 0.2 SE,,,
US1CAMR0029,38.041,-122.543,59.4,CA,SAN RAFAEL 4.6 NNW,,,
US1CAMR0030,37.9059,-122.7009,57.9,CA,BOLINAS 0.2 W,,,
US1CAMR0031,38.0127,-122.6862,82.0,CA,LAGUNITAS-FOREST KNOLLS 0.2 SS,,,
US1CAMR0032,38.0047,-122.524,4.6,CA,SAN RAFAEL 1.9 NNW,,,
US1CAMR0034,38.0091,-122.6883,190.8,CA,LAGUNITAS-FOREST KNOLLS 0.4 S,,,
US1CAMR0035,38.0976,-122.5676,3.7,CA,NOVATO 0.7 WNW,,,
US1CAMR0037,38.1104,-122.6,23.2,CA,NOVATO 2.7 WNW,,,
US1CAMR0038,37.8744,-122.5257,17.4,CA,MILL VALLEY 2.5 SSE,,,
US1CAMR0040,37.999,-122.5936,59.7,CA,FAIRFAX 0.7 N,,,
US1CAMR0042,37.985,-122.551,38.4,CA,SAN RAFAEL 2.5 W,,,
US1CAMR0045,37.8773,-122.5409,73.2,CA,MILL VALLEY 2.1 S,,,
US1CAMR0049,38.0109,-122.5634,34.1,CA,SAN RAFAEL 3.7 WNW,,,
US1CAMR0053,37.9121,-122.5024,29.6,CA,CORTE MADERA 0.8 SSE,,,
US1CAMR0054,37.9325,-122.5439,45.1,CA,LARKSPUR 1.0 SW,,,
US1CAMR0055,38.0581,-122.5341,35.4,CA,NOVATO 2.7 SSE,,,
US1CAMR0058,37.9779,-122.6128,64.9,CA,FAIRFAX 1.3 SW,,,
US1CAMR0060,37.9941,-122.5253,36.6,CA,SAN RAFAEL 1.4 NW,,,
US1CAMT0001,36.6029,-121.8991,37.5,CA,MONTEREY 1.0 W,,,
US1CAMT0002,36.4757,-121.7285,109.4,CA,CARMEL VALLEY VILLAGE 0.8 SSW,,,
US1CAMT0003,35.9808,-121.1174,360.0,CA,LOCKWOOD 3.6 NW,,,
US1CAMT0004,36.6187,-121.913,36.3,CA,PACIFIC GROVE 0.7 ESE,,,
US1CAMT0005,36.0249,-121.1745,336.5,CA,KING CITY 13.2 S,,,
US1CAMT0006,36.7764,-121.7284,5.5,CA,CASTROVILLE 1.6 ENE,,,
US1CAMT0007,36.5937,-121.8557,32.9,CA,MONTEREY 1.5 ESE,,,
US1CAMT0008,36.1872,-121.1461,113.1,CA,KING CITY 2.0 SSW,,,
US1CAMT0009,36.6022,-121.932,85.3,CA,PACIFIC GROVE 1.5 SSW,,,
US1CAMT0011,36.2242,-121.7627,251.2,CA,BIG SUR 4.0 SE,,,
US1CAMT0014,36.236,-121.7688,225.2,CA,BIG SUR 3.2 SE,,,
US1CAMT0017,36.85,-121.65,104.9,CA,AROMAS 2.0 SSW,,,
US1CAMT0019,36.4763,-121.7197,135.9,CA,CARMEL VALLEY VILLAGE 0.7 SSE,,,
US1CAMT0020,36.777,-121.7269,5.2,CA,CASTROVILLE 1.6 ENE,,,
US1CAMT0021,36.6732,-121.7841,36.0,CA,MARINA 0.8 SSE,,,
US1CAMT0022,36.5218,-121.81,40.5,CA,CARMEL VALLEY VILLAGE 5.4 WNW,,,
US1CAMT0023,36.398,-121.8685,335.3,CA,BIG SUR 9.5 NNW,,,
US1CAMT0025,36.6044,-121.6711,110.0,CA,SALINAS 5.9 SSW,,,
US1CAMT0027,36.3532,-121.8183,741.9,CA,BIG SUR 7.2 NNW,,,
US1CAMT0028,36.6312,-121.9253,16.2,CA,PACIFIC GROVE 0.6 N,,,
US1CAMT0029,36.5902,-121.9054,71.6,CA,MONTEREY 1.5 WSW,,,
US1CAMT0030,36.5858,-121.8861,50.0,CA,MONTEREY 1.1 SSW,,,
US1CAMT0031,36.0598,-121.1888,412.7,CA,KING CITY 11.1 SSW,,,
US1CAMT0033,36.7282,-121.6562,32.0,CA,SALINAS 3.2 NNW,,,
US1CAMT0036,36.6702,-121.6811,11.6,CA,SALINAS 2.7 WSW,,,
US1CAMT0038,36.5794,-121.9184,209.1,CA,DEL MONTE FOREST 1.6 ESE,,,
US1CAMT0041,36.6732,-121.7836,41.5,CA,MARINA 0.8 SSE,,,
US1CAMT0042,36.3539,-121.5766,940.0,CA,CARMEL VALLEY VILLAGE 12.2 SE,,,
US1CAMT0043,36.6027,-121.9409,41.8,CA,PACIFIC GROVE 1.6 SSW,,,
US1CAMT0046,35.8437,-121.3965,252.4,CA,CAMBRIA 27.2 NW,,,
US1CAMT0048,36.6889,-121.7915,18.0,CA,MARINA 0.4 N,,,
US1CAMT0049,36.6115,-121.908,73.2,CA,MONTEREY 1.6 WNW,,,
US1CANP0003,38.5764,-122.578,106.1,CA,CALISTOGA 0.4 SSE,,,
US1CANP0005,38.3128,-122.3312,41.5,CA,NAPA 2.0 WNW,,,
US1CANP0006,38.2102,-122.2172,97.2,CA,AMERICAN CANYON 3.5 NE,,,
US1CANP0007,38.4891,-122.4623,75.6,CA,ST. HELENA 1.1 S,,,
US1CANP0008,38.1694,-122.2605,11.3,CA,AMERICAN CANYON 0.3 S,,,
US1CANP0010,38.301,-122.2628,66.8,CA,NAPA 2.0 E,,,
US1CANP0014,38.3297,-122.3075,18.3,CA,NAPA 2.2 N,,,
US1CANV0001,39.3067,-121.0399,728.5,CA,NEVADA CITY 3.4 NNW,,,
US1CANV0003,39.3174,-120.4517,1839.5,CA,KINGVALE 1.3 WSW,,,
US1CANV0004,39.19,-120.9631,842.2,CA,GRASS VALLEY 5.5 ESE,,,
US1CANV0006,39.1494,-121.0419,704.7,CA,GRASS VALLEY 5.0 S,,,
US1CANV0010,39.1043,-121.0565,656.5,CA,ALTA SIERRA 1.3 S,,,
US1CANV0011,39.1059,-121.0893,511.1,CA,ALTA SIERRA 2.3 WSW,,,
US1CANV0014,39.0322,-121.0774,480.4,CA,LAKE OF THE PINES 1.0 WSW,,,
US1CANV0015,39.2337,-121.1435,612.6,CA,ROUGH AND READY 0.5 NW,,,
US1CANV0016,39.1198,-121.0599,702.0,CA,ALTA SIERRA 0.4 WSW,,,
US1CANV0019,39.0558,-121.0699,465.7,CA,LAKE OF THE PINES 1.3 NNW,,,
US1CANV0020,39.139,-121.055,661.1,CA,GRASS VALLEY 5.7 S,,,
US1CANV0022,39.2683,-121.1211,604.1,CA,NEVADA CITY 5.4 W,,,
US1CANV0023,39.1034,-121.0579,627.0,CA,ALTA SIERRA 1.4 SSW,,,
US1CANV0024,39.2293,-121.0619,811.1,CA,GRASS VALLEY 0.6 NNW,,,
US1CANV0026,39.1868,-121.0574,710.5,CA,GRASS VALLEY 2.4 S,,,
US1CANV0028,39.2288,-121.0595,813.5,CA,GRASS VALLEY 0.5 NNW,,,
US1CANV0032,39.2609,-121.1354,647.4,CA,NEVADA CITY 6.1 W,,,
US1CANV0033,39.0535,-121.1456,451.1,CA,LAKE OF THE PINES 4.7 WNW,,,
US1CANV0034,39.1863,-120.993,848.6,CA,GRASS VALLEY 4.2 SE,,,
US1CANV0035,39.2382,-121.0463,848.0,CA,GRASS VALLEY 1.3 NNE,,,
US1CANV0036,39.1943,-121.0917,711.4,CA,GRASS VALLEY 2.7 SW,,,
US1CANV0041,39.2384,-121.0058,965.6,CA,NEVADA CITY 1.7 SSE,,,
US1CANV0042,39.1071,-121.0082,665.1,CA,GRASS VALLEY 8.3 SSE,,,
US1CANV0044,39.2408,-121.0583,841.6,CA,GRASS VALLEY 1.3 N,,,
US1CANV0047,39.3647,-120.1039,1813.0,CA,TRUCKEE 5.9 ENE,,,
US1CANV0050,39.2603,-121.1972,401.1,CA,PENN VALLEY 4.4 N,,,
US1CANV0051,39.3498,-120.1993,1977.2,CA,TRUCKEE 1.6 N,,,
US1CANV0052,39.2176,-121.0522,763.5,CA,GRASS VALLEY 0.4 SE,,,
US1CANV0053,39.2709,-120.9491,974.1,CA,NEVADA CITY 3.9 E,,,
US1CANV0055,39.2643,-121.055,759.6,CA,NEVADA CITY 1.8 W,,,
US1CANV0056,39.1931,-121.1872,437.7,CA,PENN VALLEY 0.3 SE,,,
US1CANV0057,39.2881,-121.0303,813.2,CA,NEVADA CITY 2.0 NNW,,,
US1CAOR0001,33.8291,-117.77,247.2,CA,ORANGE 3.5 ENE,,,
US1CAOR0003,33.8645,-117.7814,110.0,CA,YORBA LINDA 1.9 SSW,,,
US1CAOR0005,33.5285,-117.7203,145.4,CA,LAGUNA NIGUEL 0.9 W,,,
US1CAOR0006,33.7455,-117.6199,424.9,CA,SILVERADO 1.0 ESE,,,
US1CAOR0009,33.4977,-117.7387,59.1,CA,LAGUNA BEACH 3.2 SSE,,,
US1CAOR0010,33.5093,-117.728,260.9,CA,LAGUNA NIGUEL 1.8 SW,,,
US1CAOR0011,33.7314,-117.8713,24.7,CA,SANTA ANA 0.7 ESE,,,
US1CAOR0013,33.8685,-117.8218,78.0,CA,PLACENTIA 2.1 ESE,,,
US1CAOR0015,33.6516,-117.8919,21.6,CA,COSTA MESA 1.6 SE,,,
US1CAOR0016,33.5894,-117.8652,25.6,CA,NEWPORT BEACH 3.1 ESE,,,
US1CAOR0017,33.6239,-117.6275,310.3,CA,MISSION VIEJO 1.6 ENE,,,
US1CAOR0019,33.5954,-117.6442,214.6,CA,MISSION VIEJO 1.3 SSE,,,
US1CAOR0020,33.4466,-117.6488,40.2,CA,SAN CLEMENTE 2.2 W,,,
US1CAOR0021,33.8632,-117.7918,90.8,CA,ANAHEIM 4.9 ENE,,,
US1CAOR0022,33.835,-117.7621,268.5,CA,ANAHEIM HILLS 1.1 SE,,,
US1CAOR0023,33.689,-117.664,318.5,CA,FOOTHILL RANCH 0.3 NW,,,
US1CAOR0025,33.6399,-117.8381,58.8,CA,IRVINE 2.9 WSW,,,
US1CAOR0026,33.5633,-117.6394,186.8,CA,MISSION VIEJO 3.5 SSE(K6WTA),,,
US1CAOR0027,33.7183,-117.7721,46.3,CA,IRVINE 4.1 NNE,,,
US1CAOR0028,33.7753,-117.9462,25.9,CA,GARDEN GROVE 0.8 ESE,,,
US1CAOR0029,33.847,-117.7871,114.0,CA,ANAHEIM 4.9 E,,,
US1CAOR0031,33.8261,-117.7781,197.8,CA,ORANGE 3.0 ENE,,,
US1CAOR0033,33.6908,-117.8111,18.9,CA,IRVINE 2.2 NNW,,,
US1CAOR0034,33.6321,-117.6909,140.5,CA,LAKE FOREST 1.0 S,,,
US1CAOR0035,33.6645,-117.6264,320.3,CA,MISSION VIEJO 3.9 NNE,,,
US1CAOR0037,33.746,-117.6217,438.6,CA,SILVERADO 0.9 E,,,
US1CAOR0039,33.8521,-117.7469,230.1,CA,ANAHEIM 7.3 E,,,
US1CAOR0041,33.69,-117.6604,303.9,CA,PORTOLA HILLS 1.7 WNW,,,
US1CAOR0042,33.7655,-117.8878,33.5,CA,SANTA ANA 2.0 N,,,
US1CAOR0043,33.6852,-117.9743,4.0,CA,HUNTINGTON BEACH 2.0 ESE,,,
US1CAOR0047,33.5692,-117.6362,164.0,CA,MISSION VIEJO 3.1 SSE,,,
US1CAOR0048,33.684,-117.6073,470.6,CA,PORTOLA HILLS 1.4 E,,,
US1CAOR0049,33.6654,-117.5891,320.6,CA,TRABUCO CANYON 0.2 N,,,
US1CAOR0050,33.5289,-117.757,234.7,CA,LAGUNA BEACH 0.8 SSE,,,
US1CAOR0051,33.6652,-117.7907,38.1,CA,IRVINE 0.4 NE,,,
US1CAOR0052,33.8167,-118.055,8.5,CA,CYPRESS 1.0 W,,,
US1CAOR0053,33.5978,-117.6795,136.6,CA,LAGUNA HILLS 1.8 E,,,
US1CAOR0058,33.6501,-117.5939,326.1,CA,RANCHO SANTA MARGARITA 0.8 NE,,,
US1CAOR0059,33.6266,-117.6994,122.5,CA,LAKE FOREST 1.5 SSW,,,
US1CAOR0060,33.4865,-117.691,114.9,CA,DANA POINT 2.1 N,,,
US1CAOR0061,33.8295,-118.047,14.6,CA,CYPRESS 1.1 NNW (KB6CYS),,,
US1CAOR0067,33.8532,-118.0489,18.6,CA,LA PALMA 0.6 WNW,,,
US1CAOR0070,33.5007,-117.6685,33.2,CA,SAN JUAN CAPISTRANO 0.9 W,,,
US1CAOR0071,33.659,-117.8282,27.1,CA,IRVINE 1.9 W,,,
US1CAOR0072,33.873,-117.7995,96.3,CA,YORBA LINDA 2.2 WSW,,,
US1CAOR0076,33.4267,-117.623,34.1,CA,SAN CLEMENTE 1.6 SSW,,,
US1CAOR0077,33.7886,-117.7924,117.3,CA,ORANGE 2.1 ESE,,,
US1CAOR0079,33.6131,-117.8883,27.4,CA,NEWPORT BEACH 1.2 E,,,
US1CAOR0080,33.7504,-118.0201,8.2,CA,HUNTINGTON BEACH 4.1 N,,,
US1CAOR0090,33.8504,-118.048,11.3,CA,LA PALMA 0.5 W,,,
US1CAOR0092,33.5474,-117.6456,134.4,CA,LADERA RANCH 0.4 SW,,,
US1CAOR0095,33.5574,-117.7215,85.0,CA,ALISO VIEJO 0.7 SSE,,,
US1CAOR0106,33.7237,-118.0309,4.6,CA,HUNTINGTON BEACH 2.6 NNW,,,
US1CAPC0001,39.3021,-120.3837,2099.2,CA,SODA SPRINGS 1.5 SSW,,,
US1CAPC0006,38.8875,-121.3217,39.9,CA,LINCOLN 0.9 SSW,,,
US1CAPC0007,38.7802,-121.3766,29.3,CA,ROSEVILLE 4.7 WNW,,,
US1CAPC0008,38.7626,-121.2794,51.8,CA,ROSEVILLE 0.8 ENE,,,
US1CAPC0009,39.101,-120.97,688.8,CA,COLFAX 1.0 WNW,,,
US1CAPC0010,38.8472,-121.1584,185.9,CA,PENRYN 0.4 SE,,,
US1CAPC0011,39.061,-120.9911,633.1,CA,COLFAX 3.1 SW,,,
US1CAPC0012,38.9362,-121.0679,465.7,CA,AUBURN 3.1 N,,,
US1CAPC0013,38.851,-121.123,243.8,CA,NEWCASTLE 1.6 SSE,,,
